Mon_Year,Date,BGT North of NE 70th Total,Ped South,Ped North,Bike North,Bike South
Jul-2019,7/5/2019,11,0,0,2,9
Jul-2019,7/5/2019,1,0,0,0,1
Jul-2019,7/5/2019,0,0,0,0,0
Jul-2019,7/5/2019,1,0,0,0,1
Jul-2019,7/5/2019,3,0,0,2,1
Jul-2019,7/5/2019,17,1,2,13,1
Jul-2019,7/5/2019,37,2,3,20,12
Jul-2019,7/5/2019,57,5,7,33,12
Jul-2019,7/5/2019,93,16,11,37,29
Jul-2019,7/5/2019,88,15,19,26,28
Jul-2019,7/5/2019,92,13,8,30,41
Jul-2019,7/5/2019,133,12,14,46,61
Jul-2019,7/5/2019,157,16,13,67,61
Jul-2019,7/5/2019,160,11,16,74,59
Jul-2019,7/5/2019,144,18,8,45,73
Jul-2019,7/5/2019,165,9,11,71,74
Jul-2019,7/5/2019,175,15,13,72,75
Jul-2019,7/5/2019,157,15,14,48,80
Jul-2019,7/5/2019,103,12,11,36,44
Jul-2019,7/5/2019,67,9,12,17,29
Jul-2019,7/5/2019,40,10,10,10,10
Jul-2019,7/5/2019,9,1,2,1,5
Jul-2019,7/5/2019,9,3,2,1,3
Jul-2019,7/5/2019,0,0,0,0,0
Jul-2019,7/6/2019,0,0,0,0,0
Jul-2019,7/6/2019,0,0,0,0,0
Jul-2019,7/6/2019,0,0,0,0,0
Jul-2019,7/6/2019,2,0,0,0,2
Jul-2019,7/6/2019,1,0,0,0,1
Jul-2019,7/6/2019,6,2,1,2,1
Jul-2019,7/6/2019,29,5,5,7,12
Jul-2019,7/6/2019,86,14,7,28,37
Jul-2019,7/6/2019,150,20,22,43,65
Jul-2019,7/6/2019,194,41,38,36,79
Jul-2019,7/6/2019,250,31,36,66,117
Jul-2019,7/6/2019,294,28,22,89,155
Jul-2019,7/6/2019,278,16,27,94,141
Jul-2019,7/6/2019,289,27,36,104,122
Jul-2019,7/6/2019,271,14,27,120,110
Jul-2019,7/6/2019,228,19,15,108,86
Jul-2019,7/6/2019,263,23,24,122,94
Jul-2019,7/6/2019,182,20,19,67,76
Jul-2019,7/6/2019,111,15,11,49,36
Jul-2019,7/6/2019,85,9,11,41,24
Jul-2019,7/6/2019,52,8,13,18,13
Jul-2019,7/6/2019,25,4,6,5,10
Jul-2019,7/6/2019,5,0,0,1,4
Jul-2019,7/6/2019,1,0,0,1,0
Jul-2019,7/7/2019,3,0,1,0,2
Jul-2019,7/7/2019,1,0,1,0,0
Jul-2019,7/7/2019,0,0,0,0,0
Jul-2019,7/7/2019,2,0,0,0,2
Jul-2019,7/7/2019,2,0,0,2,0
Jul-2019,7/7/2019,5,0,1,1,3
Jul-2019,7/7/2019,21,5,3,3,10
Jul-2019,7/7/2019,70,15,10,17,28
Jul-2019,7/7/2019,83,8,12,32,31
Jul-2019,7/7/2019,115,15,17,27,56
Jul-2019,7/7/2019,217,23,18,77,99
Jul-2019,7/7/2019,255,26,30,56,143
Jul-2019,7/7/2019,266,18,20,110,118
Jul-2019,7/7/2019,300,23,27,119,131
Jul-2019,7/7/2019,255,21,30,89,115
Jul-2019,7/7/2019,239,18,15,114,92
Jul-2019,7/7/2019,190,15,24,81,70
Jul-2019,7/7/2019,132,10,14,57,51
Jul-2019,7/7/2019,73,10,16,30,17
Jul-2019,7/7/2019,27,7,5,10,5
Jul-2019,7/7/2019,23,7,4,8,4
Jul-2019,7/7/2019,18,5,8,3,2
Jul-2019,7/7/2019,2,0,1,0,1
Jul-2019,7/7/2019,1,0,0,1,0
Jul-2019,7/8/2019,1,0,0,0,1
Jul-2019,7/8/2019,0,0,0,0,0
Jul-2019,7/8/2019,1,0,0,0,1
Jul-2019,7/8/2019,1,0,0,0,1
Jul-2019,7/8/2019,3,0,0,2,1
Jul-2019,7/8/2019,16,1,3,9,3
Jul-2019,7/8/2019,59,11,12,30,6
Jul-2019,7/8/2019,84,7,10,49,18
Jul-2019,7/8/2019,92,13,15,50,14
Jul-2019,7/8/2019,93,6,16,42,29
Jul-2019,7/8/2019,75,24,13,19,19
Jul-2019,7/8/2019,87,19,17,24,27
Jul-2019,7/8/2019,77,9,19,22,27
Jul-2019,7/8/2019,109,18,12,39,40
Jul-2019,7/8/2019,117,12,16,32,57
Jul-2019,7/8/2019,163,14,11,67,71
Jul-2019,7/8/2019,180,20,19,49,92
Jul-2019,7/8/2019,226,20,14,65,127
Jul-2019,7/8/2019,205,16,17,67,105
Jul-2019,7/8/2019,135,15,16,47,57
Jul-2019,7/8/2019,95,16,14,38,27
Jul-2019,7/8/2019,16,2,4,6,4
Jul-2019,7/8/2019,8,3,2,0,3
Jul-2019,7/8/2019,2,0,0,2,0
Jul-2019,7/9/2019,0,0,0,0,0
Jul-2019,7/9/2019,2,0,0,0,2
Jul-2019,7/9/2019,0,0,0,0,0
Jul-2019,7/9/2019,0,0,0,0,0
Jul-2019,7/9/2019,6,0,0,5,1
Jul-2019,7/9/2019,28,0,1,16,11
Jul-2019,7/9/2019,106,16,15,50,25
Jul-2019,7/9/2019,139,6,14,89,30
Jul-2019,7/9/2019,147,16,18,88,25
Jul-2019,7/9/2019,116,13,15,53,35
Jul-2019,7/9/2019,130,25,20,41,44
Jul-2019,7/9/2019,118,14,21,48,35
Jul-2019,7/9/2019,122,13,18,36,55
Jul-2019,7/9/2019,102,9,14,42,37
Jul-2019,7/9/2019,92,9,18,31,34
Jul-2019,7/9/2019,110,8,4,40,58
Jul-2019,7/9/2019,142,17,8,30,87
Jul-2019,7/9/2019,191,21,16,38,116
Jul-2019,7/9/2019,126,26,14,26,60
Jul-2019,7/9/2019,81,15,10,27,29
Jul-2019,7/9/2019,51,11,14,14,12
Jul-2019,7/9/2019,23,3,5,7,8
Jul-2019,7/9/2019,7,1,3,3,0
Jul-2019,7/9/2019,2,0,0,0,2
Jul-2019,7/10/2019,0,0,0,0,0
Jul-2019,7/10/2019,0,0,0,0,0
Jul-2019,7/10/2019,2,0,0,0,2
Jul-2019,7/10/2019,2,0,0,0,2
Jul-2019,7/10/2019,4,0,0,4,0
Jul-2019,7/10/2019,17,1,2,11,3
Jul-2019,7/10/2019,34,7,6,15,6
Jul-2019,7/10/2019,55,9,12,22,12
Jul-2019,7/10/2019,88,9,11,54,14
Jul-2019,7/10/2019,50,4,10,17,19
Jul-2019,7/10/2019,50,21,11,10,8
Jul-2019,7/10/2019,47,8,14,14,11
Jul-2019,7/10/2019,55,10,14,22,9
Jul-2019,7/10/2019,37,6,4,7,20
Jul-2019,7/10/2019,43,9,8,6,20
Jul-2019,7/10/2019,36,7,3,11,15
Jul-2019,7/10/2019,59,14,9,11,25
Jul-2019,7/10/2019,107,18,13,18,58
Jul-2019,7/10/2019,120,17,17,22,64
Jul-2019,7/10/2019,77,11,12,27,27
Jul-2019,7/10/2019,47,13,12,7,15
Jul-2019,7/10/2019,23,4,8,7,4
Jul-2019,7/10/2019,4,0,2,0,2
Jul-2019,7/10/2019,3,0,0,1,2
Jul-2019,7/11/2019,0,0,0,0,0
Jul-2019,7/11/2019,1,0,0,0,1
Jul-2019,7/11/2019,0,0,0,0,0
Jul-2019,7/11/2019,1,0,0,0,1
Jul-2019,7/11/2019,5,0,0,3,2
Jul-2019,7/11/2019,15,2,0,9,4
Jul-2019,7/11/2019,75,12,7,44,12
Jul-2019,7/11/2019,123,6,17,76,24
Jul-2019,7/11/2019,131,11,16,72,32
Jul-2019,7/11/2019,93,9,11,44,29
Jul-2019,7/11/2019,112,19,16,39,38
Jul-2019,7/11/2019,97,17,14,35,31
Jul-2019,7/11/2019,102,7,13,37,45
Jul-2019,7/11/2019,121,13,12,39,57
Jul-2019,7/11/2019,143,8,9,66,60
Jul-2019,7/11/2019,103,14,6,31,52
Jul-2019,7/11/2019,218,16,19,82,101
Jul-2019,7/11/2019,207,19,12,51,125
Jul-2019,7/11/2019,184,21,17,41,105
Jul-2019,7/11/2019,156,16,21,58,61
Jul-2019,7/11/2019,55,5,5,29,16
Jul-2019,7/11/2019,22,0,4,8,10
Jul-2019,7/11/2019,14,4,1,5,4
Jul-2019,7/11/2019,3,0,1,0,2
Jul-2019,7/12/2019,0,0,0,0,0
Jul-2019,7/12/2019,1,0,0,0,1
Jul-2019,7/12/2019,0,0,0,0,0
Jul-2019,7/12/2019,1,0,0,0,1
Jul-2019,7/12/2019,2,0,0,2,0
Jul-2019,7/12/2019,19,3,5,5,6
Jul-2019,7/12/2019,82,13,9,45,15
Jul-2019,7/12/2019,108,8,16,70,14
Jul-2019,7/12/2019,114,15,14,50,35
Jul-2019,7/12/2019,110,16,17,48,29
Jul-2019,7/12/2019,100,16,20,34,30
Jul-2019,7/12/2019,125,18,17,37,53
Jul-2019,7/12/2019,127,29,9,42,47
Jul-2019,7/12/2019,123,16,12,32,63
Jul-2019,7/12/2019,155,12,14,55,74
Jul-2019,7/12/2019,183,23,18,55,87
Jul-2019,7/12/2019,194,25,16,49,104
Jul-2019,7/12/2019,178,17,6,21,134
Jul-2019,7/12/2019,133,15,15,36,67
Jul-2019,7/12/2019,107,12,10,31,54
Jul-2019,7/12/2019,48,5,5,22,16
Jul-2019,7/12/2019,19,1,4,9,5
Jul-2019,7/12/2019,4,0,0,1,3
Jul-2019,7/12/2019,1,0,0,0,1
Jul-2019,7/13/2019,0,0,0,0,0
Jul-2019,7/13/2019,1,0,0,1,0
Jul-2019,7/13/2019,1,0,0,0,1
Jul-2019,7/13/2019,1,0,0,0,1
Jul-2019,7/13/2019,27,0,1,25,1
Jul-2019,7/13/2019,17,2,1,11,3
Jul-2019,7/13/2019,56,13,9,16,18
Jul-2019,7/13/2019,73,23,7,20,23
Jul-2019,7/13/2019,131,22,33,26,50
Jul-2019,7/13/2019,215,42,24,53,96
Jul-2019,7/13/2019,259,40,40,74,105
Jul-2019,7/13/2019,263,19,32,95,117
Jul-2019,7/13/2019,235,19,25,84,107
Jul-2019,7/13/2019,250,19,30,89,112
Jul-2019,7/13/2019,248,20,26,103,99
Jul-2019,7/13/2019,202,19,19,69,95
Jul-2019,7/13/2019,212,16,18,100,78
Jul-2019,7/13/2019,181,6,13,88,74
Jul-2019,7/13/2019,135,13,15,51,56
Jul-2019,7/13/2019,90,12,8,39,31
Jul-2019,7/13/2019,54,9,8,25,12
Jul-2019,7/13/2019,26,3,4,11,8
Jul-2019,7/13/2019,19,0,1,14,4
Jul-2019,7/13/2019,5,0,0,0,5
Jul-2019,7/14/2019,1,0,0,1,0
Jul-2019,7/14/2019,1,0,0,0,1
Jul-2019,7/14/2019,0,0,0,0,0
Jul-2019,7/14/2019,3,0,0,0,3
Jul-2019,7/14/2019,0,0,0,0,0
Jul-2019,7/14/2019,12,3,1,2,6
Jul-2019,7/14/2019,35,8,10,5,12
Jul-2019,7/14/2019,72,11,10,12,39
Jul-2019,7/14/2019,138,20,23,45,50
Jul-2019,7/14/2019,177,42,32,43,60
Jul-2019,7/14/2019,217,20,36,77,84
Jul-2019,7/14/2019,270,33,33,98,106
Jul-2019,7/14/2019,232,23,31,80,98
Jul-2019,7/14/2019,286,15,19,112,140
Jul-2019,7/14/2019,272,18,23,120,111
Jul-2019,7/14/2019,257,16,24,112,105
Jul-2019,7/14/2019,258,25,18,107,108
Jul-2019,7/14/2019,189,15,14,76,84
Jul-2019,7/14/2019,158,15,20,64,59
Jul-2019,7/14/2019,103,12,8,51,32
Jul-2019,7/14/2019,53,6,10,17,20
Jul-2019,7/14/2019,19,5,5,3,6
Jul-2019,7/14/2019,3,1,1,0,1
Jul-2019,7/14/2019,3,0,0,1,2
Jul-2019,7/15/2019,0,0,0,0,0
Jul-2019,7/15/2019,0,0,0,0,0
Jul-2019,7/15/2019,0,0,0,0,0
Jul-2019,7/15/2019,1,0,0,1,0
Jul-2019,7/15/2019,3,0,0,3,0
Jul-2019,7/15/2019,23,2,3,15,3
Jul-2019,7/15/2019,57,4,5,36,12
Jul-2019,7/15/2019,105,4,13,64,24
Jul-2019,7/15/2019,122,12,10,79,21
Jul-2019,7/15/2019,93,10,25,40,18
Jul-2019,7/15/2019,56,15,7,21,13
Jul-2019,7/15/2019,90,17,15,28,30
Jul-2019,7/15/2019,75,11,17,25,22
Jul-2019,7/15/2019,49,5,2,24,18
Jul-2019,7/15/2019,65,11,10,17,27
Jul-2019,7/15/2019,105,19,13,21,52
Jul-2019,7/15/2019,153,13,17,30,93
Jul-2019,7/15/2019,178,26,21,39,92
Jul-2019,7/15/2019,164,21,25,30,88
Jul-2019,7/15/2019,106,12,15,40,39
Jul-2019,7/15/2019,51,8,4,19,20
Jul-2019,7/15/2019,18,3,6,2,7
Jul-2019,7/15/2019,6,1,1,2,2
Jul-2019,7/15/2019,0,0,0,0,0
Jul-2019,7/16/2019,0,0,0,0,0
Jul-2019,7/16/2019,0,0,0,0,0
Jul-2019,7/16/2019,0,0,0,0,0
Jul-2019,7/16/2019,2,0,0,1,1
Jul-2019,7/16/2019,3,0,0,2,1
Jul-2019,7/16/2019,23,1,1,17,4
Jul-2019,7/16/2019,80,6,9,45,20
Jul-2019,7/16/2019,121,6,15,75,25
Jul-2019,7/16/2019,145,10,18,86,31
Jul-2019,7/16/2019,110,17,15,38,40
Jul-2019,7/16/2019,119,19,21,49,30
Jul-2019,7/16/2019,113,23,19,31,40
Jul-2019,7/16/2019,68,7,8,23,30
Jul-2019,7/16/2019,101,9,13,27,52
Jul-2019,7/16/2019,116,9,11,50,46
Jul-2019,7/16/2019,162,17,13,49,83
Jul-2019,7/16/2019,150,9,14,37,90
Jul-2019,7/16/2019,229,21,9,54,145
Jul-2019,7/16/2019,205,12,19,48,126
Jul-2019,7/16/2019,166,20,22,52,72
Jul-2019,7/16/2019,94,18,17,39,20
Jul-2019,7/16/2019,31,5,5,12,9
Jul-2019,7/16/2019,16,3,3,5,5
Jul-2019,7/16/2019,1,0,0,0,1
Jul-2019,7/17/2019,2,1,1,0,0
Jul-2019,7/17/2019,2,1,1,0,0
Jul-2019,7/17/2019,1,0,0,0,1
Jul-2019,7/17/2019,1,0,0,1,0
Jul-2019,7/17/2019,4,0,0,4,0
Jul-2019,7/17/2019,18,3,1,10,4
Jul-2019,7/17/2019,37,7,8,16,6
Jul-2019,7/17/2019,65,4,8,30,23
Jul-2019,7/17/2019,78,6,11,50,11
Jul-2019,7/17/2019,72,13,16,33,10
Jul-2019,7/17/2019,67,17,15,21,14
Jul-2019,7/17/2019,50,11,8,13,18
Jul-2019,7/17/2019,55,9,10,13,23
Jul-2019,7/17/2019,46,5,3,17,21
Jul-2019,7/17/2019,50,9,13,14,14
Jul-2019,7/17/2019,57,8,9,14,26
Jul-2019,7/17/2019,93,14,10,29,40
Jul-2019,7/17/2019,133,20,16,26,71
Jul-2019,7/17/2019,110,22,23,15,50
Jul-2019,7/17/2019,63,13,12,20,18
Jul-2019,7/17/2019,35,5,8,15,7
Jul-2019,7/17/2019,12,2,1,2,7
Jul-2019,7/17/2019,6,1,0,3,2
Jul-2019,7/17/2019,2,1,1,0,0
Jul-2019,7/18/2019,0,0,0,0,0
Jul-2019,7/18/2019,0,0,0,0,0
Jul-2019,7/18/2019,1,0,0,0,1
Jul-2019,7/18/2019,0,0,0,0,0
Jul-2019,7/18/2019,2,0,0,2,0
Jul-2019,7/18/2019,16,3,1,11,1
Jul-2019,7/18/2019,63,9,8,35,11
Jul-2019,7/18/2019,94,11,13,50,20
Jul-2019,7/18/2019,99,8,11,55,25
Jul-2019,7/18/2019,96,15,14,39,28
Jul-2019,7/18/2019,130,45,20,33,32
Jul-2019,7/18/2019,94,23,17,30,24
Jul-2019,7/18/2019,109,18,27,26,38
Jul-2019,7/18/2019,90,12,8,30,40
Jul-2019,7/18/2019,111,7,15,47,42
Jul-2019,7/18/2019,117,18,17,34,48
Jul-2019,7/18/2019,139,14,17,45,63
Jul-2019,7/18/2019,172,27,27,32,86
Jul-2019,7/18/2019,178,23,17,44,94
Jul-2019,7/18/2019,48,5,12,18,13
Jul-2019,7/18/2019,24,7,2,10,5
Jul-2019,7/18/2019,20,4,7,3,6
Jul-2019,7/18/2019,5,1,1,0,3
Jul-2019,7/18/2019,3,1,1,0,1
Jul-2019,7/19/2019,1,0,0,1,0
Jul-2019,7/19/2019,0,0,0,0,0
Jul-2019,7/19/2019,3,0,0,1,2
Jul-2019,7/19/2019,1,0,0,0,1
Jul-2019,7/19/2019,2,0,0,2,0
Jul-2019,7/19/2019,16,1,1,9,5
Jul-2019,7/19/2019,49,8,5,31,5
Jul-2019,7/19/2019,118,15,21,58,24
Jul-2019,7/19/2019,112,7,22,64,19
Jul-2019,7/19/2019,87,16,21,32,18
Jul-2019,7/19/2019,103,16,20,29,38
Jul-2019,7/19/2019,105,16,17,38,34
Jul-2019,7/19/2019,72,15,10,22,25
Jul-2019,7/19/2019,102,16,17,30,39
Jul-2019,7/19/2019,111,11,17,33,50
Jul-2019,7/19/2019,133,7,14,49,63
Jul-2019,7/19/2019,188,19,16,48,105
Jul-2019,7/19/2019,217,21,19,70,107
Jul-2019,7/19/2019,150,14,9,53,74
Jul-2019,7/19/2019,107,15,12,42,38
Jul-2019,7/19/2019,53,5,9,13,26
Jul-2019,7/19/2019,27,1,1,14,11
Jul-2019,7/19/2019,12,2,1,6,3
Jul-2019,7/19/2019,9,1,1,1,6
Jul-2019,7/20/2019,2,0,0,0,2
Jul-2019,7/20/2019,0,0,0,0,0
Jul-2019,7/20/2019,0,0,0,0,0
Jul-2019,7/20/2019,0,0,0,0,0
Jul-2019,7/20/2019,0,0,0,0,0
Jul-2019,7/20/2019,8,0,1,1,6
Jul-2019,7/20/2019,26,7,4,8,7
Jul-2019,7/20/2019,99,29,22,19,29
Jul-2019,7/20/2019,177,30,28,57,62
Jul-2019,7/20/2019,228,38,38,58,94
Jul-2019,7/20/2019,323,43,43,91,146
Jul-2019,7/20/2019,348,34,40,100,174
Jul-2019,7/20/2019,295,19,32,116,128
Jul-2019,7/20/2019,334,23,21,141,149
Jul-2019,7/20/2019,299,15,25,128,131
Jul-2019,7/20/2019,262,19,23,102,118
Jul-2019,7/20/2019,208,16,18,77,97
Jul-2019,7/20/2019,179,12,15,75,77
Jul-2019,7/20/2019,144,9,11,69,55
Jul-2019,7/20/2019,93,9,7,45,32
Jul-2019,7/20/2019,70,12,11,23,24
Jul-2019,7/20/2019,24,2,5,10,7
Jul-2019,7/20/2019,10,3,0,2,5
Jul-2019,7/20/2019,0,0,0,0,0
Jul-2019,7/21/2019,3,0,1,0,2
Jul-2019,7/21/2019,1,0,0,0,1
Jul-2019,7/21/2019,1,0,0,1,0
Jul-2019,7/21/2019,0,0,0,0,0
Jul-2019,7/21/2019,1,0,0,1,0
Jul-2019,7/21/2019,14,1,0,2,11
Jul-2019,7/21/2019,31,7,2,9,13
Jul-2019,7/21/2019,71,14,9,22,26
Jul-2019,7/21/2019,157,24,17,38,78
Jul-2019,7/21/2019,202,25,31,55,91
Jul-2019,7/21/2019,348,80,36,91,141
Jul-2019,7/21/2019,351,28,43,121,159
Jul-2019,7/21/2019,305,24,27,123,131
Jul-2019,7/21/2019,291,16,20,132,123
Jul-2019,7/21/2019,229,13,13,89,114
Jul-2019,7/21/2019,266,12,8,112,134
Jul-2019,7/21/2019,176,10,10,76,80
Jul-2019,7/21/2019,174,11,7,71,85
Jul-2019,7/21/2019,120,14,15,53,38
Jul-2019,7/21/2019,87,8,13,34,32
Jul-2019,7/21/2019,43,2,6,20,15
Jul-2019,7/21/2019,28,10,10,4,4
Jul-2019,7/21/2019,5,1,1,1,2
Jul-2019,7/21/2019,0,0,0,0,0
Jul-2019,7/22/2019,1,1,0,0,0
Jul-2019,7/22/2019,0,0,0,0,0
Jul-2019,7/22/2019,2,0,0,0,2
Jul-2019,7/22/2019,0,0,0,0,0
Jul-2019,7/22/2019,4,0,0,3,1
Jul-2019,7/22/2019,20,1,2,16,1
Jul-2019,7/22/2019,85,12,14,48,11
Jul-2019,7/22/2019,121,6,11,85,19
Jul-2019,7/22/2019,151,13,16,96,26
Jul-2019,7/22/2019,112,9,13,56,34
Jul-2019,7/22/2019,178,91,9,43,35
Jul-2019,7/22/2019,112,19,14,43,36
Jul-2019,7/22/2019,124,10,20,43,51
Jul-2019,7/22/2019,124,10,11,42,61
Jul-2019,7/22/2019,99,9,15,31,44
Jul-2019,7/22/2019,118,11,15,33,59
Jul-2019,7/22/2019,146,11,8,47,80
Jul-2019,7/22/2019,191,2,8,48,133
Jul-2019,7/22/2019,192,10,16,49,117
Jul-2019,7/22/2019,115,14,12,39,50
Jul-2019,7/22/2019,80,12,7,22,39
Jul-2019,7/22/2019,28,0,9,10,9
Jul-2019,7/22/2019,4,0,0,2,2
Jul-2019,7/22/2019,1,0,0,0,1
Jul-2019,7/23/2019,1,0,0,0,1
Jul-2019,7/23/2019,1,0,0,1,0
Jul-2019,7/23/2019,0,0,0,0,0
Jul-2019,7/23/2019,2,0,0,2,0
Jul-2019,7/23/2019,2,0,0,2,0
Jul-2019,7/23/2019,29,2,2,17,8
Jul-2019,7/23/2019,88,10,16,44,18
Jul-2019,7/23/2019,150,7,21,95,27
Jul-2019,7/23/2019,162,17,21,88,36
Jul-2019,7/23/2019,94,8,12,43,31
Jul-2019,7/23/2019,82,20,14,24,24
Jul-2019,7/23/2019,103,14,12,31,46
Jul-2019,7/23/2019,109,16,18,36,39
Jul-2019,7/23/2019,72,8,12,26,26
Jul-2019,7/23/2019,93,7,12,39,35
Jul-2019,7/23/2019,119,10,13,36,60
Jul-2019,7/23/2019,150,9,12,50,79
Jul-2019,7/23/2019,244,29,24,54,137
Jul-2019,7/23/2019,240,27,26,56,131
Jul-2019,7/23/2019,114,20,14,32,48
Jul-2019,7/23/2019,70,10,16,25,19
Jul-2019,7/23/2019,18,1,9,4,4
Jul-2019,7/23/2019,6,2,2,2,0
Jul-2019,7/23/2019,2,1,1,0,0
Jul-2019,7/24/2019,0,0,0,0,0
Jul-2019,7/24/2019,0,0,0,0,0
Jul-2019,7/24/2019,0,0,0,0,0
Jul-2019,7/24/2019,2,0,0,2,0
Jul-2019,7/24/2019,2,0,0,1,1
Jul-2019,7/24/2019,28,2,5,16,5
Jul-2019,7/24/2019,85,10,9,45,21
Jul-2019,7/24/2019,117,9,15,78,15
Jul-2019,7/24/2019,128,12,16,83,17
Jul-2019,7/24/2019,103,12,16,42,33
Jul-2019,7/24/2019,100,21,15,27,37
Jul-2019,7/24/2019,98,23,11,33,31
Jul-2019,7/24/2019,96,9,8,49,30
Jul-2019,7/24/2019,114,8,11,47,48
Jul-2019,7/24/2019,117,10,14,46,47
Jul-2019,7/24/2019,136,13,17,32,74
Jul-2019,7/24/2019,192,22,12,55,103
Jul-2019,7/24/2019,211,15,13,44,139
Jul-2019,7/24/2019,241,23,17,66,135
Jul-2019,7/24/2019,120,16,17,48,39
Jul-2019,7/24/2019,70,9,4,29,28
Jul-2019,7/24/2019,27,2,6,9,10
Jul-2019,7/24/2019,6,1,1,0,4
Jul-2019,7/24/2019,1,1,0,0,0
Jul-2019,7/25/2019,0,0,0,0,0
Jul-2019,7/25/2019,0,0,0,0,0
Jul-2019,7/25/2019,0,0,0,0,0
Jul-2019,7/25/2019,3,0,0,1,2
Jul-2019,7/25/2019,2,0,0,1,1
Jul-2019,7/25/2019,25,3,3,14,5
Jul-2019,7/25/2019,74,11,11,42,10
Jul-2019,7/25/2019,120,8,14,73,25
Jul-2019,7/25/2019,124,10,14,80,20
Jul-2019,7/25/2019,118,21,25,37,35
Jul-2019,7/25/2019,132,25,16,39,52
Jul-2019,7/25/2019,139,22,16,42,59
Jul-2019,7/25/2019,129,12,27,43,47
Jul-2019,7/25/2019,113,8,7,47,51
Jul-2019,7/25/2019,96,6,9,36,45
Jul-2019,7/25/2019,132,8,15,44,65
Jul-2019,7/25/2019,156,12,11,47,86
Jul-2019,7/25/2019,191,9,15,47,120
Jul-2019,7/25/2019,185,23,15,53,94
Jul-2019,7/25/2019,137,15,16,43,63
Jul-2019,7/25/2019,87,9,13,31,34
Jul-2019,7/25/2019,31,4,5,14,8
Jul-2019,7/25/2019,8,0,1,1,6
Jul-2019,7/25/2019,1,0,0,0,1
Jul-2019,7/26/2019,1,0,0,0,1
Jul-2019,7/26/2019,0,0,0,0,0
Jul-2019,7/26/2019,1,0,0,1,0
Jul-2019,7/26/2019,1,0,0,0,1
Jul-2019,7/26/2019,3,1,0,2,0
Jul-2019,7/26/2019,13,1,1,9,2
Jul-2019,7/26/2019,80,14,15,37,14
Jul-2019,7/26/2019,130,17,20,58,35
Jul-2019,7/26/2019,147,15,19,78,35
Jul-2019,7/26/2019,138,20,26,54,38
Jul-2019,7/26/2019,151,22,15,62,52
Jul-2019,7/26/2019,108,12,22,26,48
Jul-2019,7/26/2019,131,13,17,52,49
Jul-2019,7/26/2019,122,19,12,44,47
Jul-2019,7/26/2019,127,15,16,52,44
Jul-2019,7/26/2019,135,14,13,42,66
Jul-2019,7/26/2019,168,10,6,41,111
Jul-2019,7/26/2019,179,13,2,65,99
Jul-2019,7/26/2019,135,10,4,36,85
Jul-2019,7/26/2019,116,10,9,35,62
Jul-2019,7/26/2019,70,13,6,32,19
Jul-2019,7/26/2019,28,1,8,13,6
Jul-2019,7/26/2019,12,1,0,3,8
Jul-2019,7/26/2019,2,0,0,0,2
Jul-2019,7/27/2019,1,0,0,0,1
Jul-2019,7/27/2019,0,0,0,0,0
Jul-2019,7/27/2019,0,0,0,0,0
Jul-2019,7/27/2019,2,0,0,0,2
Jul-2019,7/27/2019,4,0,0,1,3
Jul-2019,7/27/2019,3,0,0,2,1
Jul-2019,7/27/2019,30,7,5,5,13
Jul-2019,7/27/2019,58,22,15,11,10
Jul-2019,7/27/2019,89,23,21,13,32
Jul-2019,7/27/2019,148,39,37,23,49
Jul-2019,7/27/2019,123,20,26,29,48
Jul-2019,7/27/2019,192,22,31,53,86
Jul-2019,7/27/2019,231,17,23,76,115
Jul-2019,7/27/2019,195,14,26,77,78
Jul-2019,7/27/2019,186,21,24,76,65
Jul-2019,7/27/2019,206,9,13,87,97
Jul-2019,7/27/2019,151,12,18,71,50
Jul-2019,7/27/2019,134,12,17,44,61
Jul-2019,7/27/2019,104,12,12,44,36
Jul-2019,7/27/2019,68,11,7,18,32
Jul-2019,7/27/2019,48,9,10,19,10
Jul-2019,7/27/2019,19,3,7,6,3
Jul-2019,7/27/2019,5,0,0,2,3
Jul-2019,7/27/2019,3,0,0,2,1
Jul-2019,7/28/2019,2,0,0,2,0
Jul-2019,7/28/2019,2,0,0,0,2
Jul-2019,7/28/2019,2,1,1,0,0
Jul-2019,7/28/2019,1,0,0,0,1
Jul-2019,7/28/2019,0,0,0,0,0
Jul-2019,7/28/2019,8,1,2,0,5
Jul-2019,7/28/2019,26,5,1,6,14
Jul-2019,7/28/2019,85,14,13,20,38
Jul-2019,7/28/2019,174,28,25,50,71
Jul-2019,7/28/2019,199,24,34,53,88
Jul-2019,7/28/2019,312,33,36,90,153
Jul-2019,7/28/2019,354,39,39,128,148
Jul-2019,7/28/2019,340,24,25,126,165
Jul-2019,7/28/2019,294,21,17,105,151
Jul-2019,7/28/2019,282,24,24,122,112
Jul-2019,7/28/2019,267,14,20,104,129
Jul-2019,7/28/2019,258,27,23,105,103
Jul-2019,7/28/2019,231,14,24,100,93
Jul-2019,7/28/2019,160,13,16,71,60
Jul-2019,7/28/2019,105,8,11,53,33
Jul-2019,7/28/2019,63,5,6,35,17
Jul-2019,7/28/2019,17,1,5,8,3
Jul-2019,7/28/2019,3,0,0,2,1
Jul-2019,7/28/2019,1,0,0,0,1
Jul-2019,7/29/2019,2,1,1,0,0
Jul-2019,7/29/2019,0,0,0,0,0
Jul-2019,7/29/2019,2,1,1,0,0
Jul-2019,7/29/2019,1,0,0,1,0
Jul-2019,7/29/2019,4,0,0,3,1
