Mon_Year,Date,BGT North of NE 70th Total,Ped South,Ped North,Bike North,Bike South
Jul-2014,7/25/2014,205,7,18,102,78
Jul-2014,7/25/2014,126,14,9,48,55
Jul-2014,7/25/2014,102,18,9,27,48
Jul-2014,7/25/2014,29,2,1,14,12
Jul-2014,7/25/2014,11,0,0,5,6
Jul-2014,7/25/2014,7,0,1,3,3
Jul-2014,7/25/2014,6,2,0,0,4
Jul-2014,7/26/2014,1,0,0,0,1
Jul-2014,7/26/2014,1,0,0,0,1
Jul-2014,7/26/2014,0,0,0,0,0
Jul-2014,7/26/2014,2,0,0,1,1
Jul-2014,7/26/2014,2,0,1,1,0
Jul-2014,7/26/2014,23,5,9,5,4
Jul-2014,7/26/2014,61,7,11,29,14
Jul-2014,7/26/2014,159,26,25,55,53
Jul-2014,7/26/2014,237,29,26,116,66
Jul-2014,7/26/2014,281,23,36,134,88
Jul-2014,7/26/2014,344,26,33,168,117
Jul-2014,7/26/2014,338,27,42,144,125
Jul-2014,7/26/2014,338,29,23,157,129
Jul-2014,7/26/2014,310,18,15,116,161
Jul-2014,7/26/2014,281,29,11,109,132
Jul-2014,7/26/2014,291,29,16,99,147
Jul-2014,7/26/2014,241,12,9,92,128
Jul-2014,7/26/2014,137,13,10,37,77
Jul-2014,7/26/2014,115,12,10,48,45
Jul-2014,7/26/2014,89,8,5,35,41
Jul-2014,7/26/2014,33,0,2,14,17
Jul-2014,7/26/2014,2,0,1,0,1
Jul-2014,7/26/2014,3,2,0,0,1
Jul-2014,7/26/2014,3,0,0,1,2
Jul-2014,7/27/2014,1,0,0,0,1
Jul-2014,7/27/2014,4,0,0,2,2
Jul-2014,7/27/2014,0,0,0,0,0
Jul-2014,7/27/2014,1,0,1,0,0
Jul-2014,7/27/2014,7,0,1,1,5
Jul-2014,7/27/2014,34,5,2,21,6
Jul-2014,7/27/2014,65,6,14,19,26
Jul-2014,7/27/2014,147,34,13,62,38
Jul-2014,7/27/2014,180,18,29,65,68
Jul-2014,7/27/2014,279,29,38,134,78
Jul-2014,7/27/2014,335,27,25,178,105
Jul-2014,7/27/2014,299,24,14,154,107
Jul-2014,7/27/2014,366,27,23,144,172
Jul-2014,7/27/2014,336,18,12,144,162
Jul-2014,7/27/2014,280,18,17,118,127
Jul-2014,7/27/2014,305,30,14,132,129
Jul-2014,7/27/2014,240,18,12,101,109
Jul-2014,7/27/2014,179,16,12,80,71
Jul-2014,7/27/2014,142,13,10,39,80
Jul-2014,7/27/2014,107,19,12,24,52
Jul-2014,7/27/2014,44,8,7,15,14
Jul-2014,7/27/2014,9,3,0,0,6
Jul-2014,7/27/2014,5,0,2,1,2
Jul-2014,7/27/2014,1,0,0,0,1
Jul-2014,7/28/2014,1,0,0,1,0
Jul-2014,7/28/2014,1,0,0,0,1
Jul-2014,7/28/2014,0,0,0,0,0
Jul-2014,7/28/2014,4,0,0,0,4
Jul-2014,7/28/2014,16,0,4,4,8
Jul-2014,7/28/2014,63,7,5,12,39
Jul-2014,7/28/2014,126,16,14,22,74
Jul-2014,7/28/2014,147,18,21,34,74
Jul-2014,7/28/2014,124,12,17,47,48
Jul-2014,7/28/2014,134,21,23,47,43
Jul-2014,7/28/2014,181,23,31,70,57
Jul-2014,7/28/2014,131,26,14,46,45
Jul-2014,7/28/2014,129,26,14,44,45
Jul-2014,7/28/2014,143,13,11,53,66
Jul-2014,7/28/2014,152,6,7,78,61
Jul-2014,7/28/2014,168,15,13,91,49
Jul-2014,7/28/2014,264,13,17,167,67
Jul-2014,7/28/2014,242,16,18,133,75
Jul-2014,7/28/2014,169,12,8,70,79
Jul-2014,7/28/2014,134,16,19,45,54
Jul-2014,7/28/2014,56,7,7,18,24
Jul-2014,7/28/2014,5,0,0,3,2
Jul-2014,7/28/2014,3,0,0,1,2
Jul-2014,7/28/2014,1,0,0,1,0
Jul-2014,7/29/2014,0,0,0,0,0
Jul-2014,7/29/2014,0,0,0,0,0
Jul-2014,7/29/2014,1,0,0,0,1
Jul-2014,7/29/2014,4,0,0,1,3
Jul-2014,7/29/2014,25,2,1,8,14
Jul-2014,7/29/2014,67,7,4,15,41
Jul-2014,7/29/2014,147,21,12,35,79
Jul-2014,7/29/2014,189,23,18,61,87
Jul-2014,7/29/2014,154,22,20,41,71
Jul-2014,7/29/2014,145,27,23,39,56
Jul-2014,7/29/2014,124,16,21,39,48
Jul-2014,7/29/2014,114,27,14,33,40
Jul-2014,7/29/2014,115,12,7,43,53
Jul-2014,7/29/2014,117,6,11,62,38
Jul-2014,7/29/2014,129,9,6,64,50
Jul-2014,7/29/2014,154,8,10,88,48
Jul-2014,7/29/2014,280,22,17,151,90
Jul-2014,7/29/2014,275,15,21,148,91
Jul-2014,7/29/2014,231,24,29,103,75
Jul-2014,7/29/2014,165,26,17,42,80
Jul-2014,7/29/2014,58,10,4,18,26
Jul-2014,7/29/2014,23,2,0,12,9
Jul-2014,7/29/2014,6,2,1,3,0
Jul-2014,7/29/2014,0,0,0,0,0
Jul-2014,7/30/2014,2,0,2,0,0
Jul-2014,7/30/2014,1,0,0,0,1
Jul-2014,7/30/2014,2,0,0,2,0
Jul-2014,7/30/2014,4,0,0,1,3
Jul-2014,7/30/2014,18,0,2,3,13
Jul-2014,7/30/2014,67,10,10,14,33
Jul-2014,7/30/2014,159,23,17,29,90
Jul-2014,7/30/2014,151,25,13,39,74
Jul-2014,7/30/2014,127,19,11,41,56
Jul-2014,7/30/2014,116,20,23,40,33
Jul-2014,7/30/2014,124,14,17,46,47
Jul-2014,7/30/2014,122,19,9,48,46
Jul-2014,7/30/2014,115,16,9,43,47
Jul-2014,7/30/2014,120,12,7,60,41
Jul-2014,7/30/2014,142,18,6,66,52
Jul-2014,7/30/2014,163,8,8,91,56
Jul-2014,7/30/2014,249,14,18,156,61
Jul-2014,7/30/2014,243,13,21,128,81
Jul-2014,7/30/2014,210,16,16,87,91
Jul-2014,7/30/2014,139,14,13,52,60
Jul-2014,7/30/2014,62,12,10,9,31
Jul-2014,7/30/2014,19,1,3,5,10
Jul-2014,7/30/2014,4,0,0,4,0
Jul-2014,7/30/2014,0,0,0,0,0
Jul-2014,7/31/2014,7,1,3,1,2
Jul-2014,7/31/2014,2,0,0,1,1
Jul-2014,7/31/2014,1,0,0,1,0
Jul-2014,7/31/2014,3,0,0,0,3
Jul-2014,7/31/2014,19,2,2,5,10
